airline_name,icao,model_code,model_name,registration,lat,lng,alt
Juneyao Air,DKH,A320,Airbus A320-214,B-6860,29.485241,120.080833,33675
Juneyao Air,DKH,A320,Airbus A320-214,B-6922,31.850922,122.544304,18375
Juneyao Air,DKH,A321,Airbus A321-231,B-8957,26.631134,118.377945,33100
Juneyao Air,DKH,A321,Airbus A321-231,B-8459,31.322952,121.719673,6197
Juneyao Air,DKH,A20N,Airbus A320-271N,B-326J,28.880079,109.87114,30100
Juneyao Air,DKH,A321,Airbus A321-211,B-1645,25.147938,118.988777,19750
Juneyao Air (Colourful Petals Livery),DKH,B789,Boeing 787-9 Dreamliner,B-20D1,31.922333,125.408005,30000
Juneyao Air,DKH,A321,Airbus A321-231,B-8457,37.172607,116.956062,23600
Juneyao Air (All Red Livery),DKH,A321,Airbus A321-211,B-1872,25.176544,114.527336,32100
Juneyao Air,DKH,A321,Airbus A321-231,B-8539,26.695148,120.013908,35100
Juneyao Air,DKH,B789,Boeing 787-9 Dreamliner,B-20EQ,28.04686,120.658562,39075
Juneyao Air,DKH,A321,Airbus A321-231,B-1005,31.279146,116.732651,30100
Juneyao Air,DKH,A20N,Airbus A320-271N,B-321C,31.487228,120.66478,16975
Juneyao Air,DKH,A320,Airbus A320-214,B-8408,30.470261,113.81797,29100
Juneyao Air,DKH,A20N,Airbus A320-271N,B-30EP,31.777861,117.744049,14800
Juneyao Air,DKH,A320,Airbus A320-214,B-6966,27.913792,115.614944,32125
Juneyao Air,DKH,A321,Airbus A321-231,B-8315,30.757389,113.30085,35100
Juneyao Air,DKH,A320,Airbus A320-214,B-6901,31.843094,124.671532,29000
Juneyao Air (Chinese Peony Livery),DKH,B789,Boeing 787-9 Dreamliner,B-20DT,27.253216,119.540283,39100
Juneyao Air,DKH,A321,Airbus A321-231,B-8587,34.440136,117.877693,24600
Juneyao Air,DKH,A320,Airbus A320-214,B-8536,34.654976,113.672447,24600
Juneyao Air,DKH,A321,Airbus A321-231,B-8537,13.99188,101.498634,24350
Juneyao Air,DKH,A321,Airbus A321-231,B-8955,25.672163,116.830788,34450
Juneyao Air,DKH,A321,Airbus A321-211,B-1647,23.015213,113.599281,33100
Juneyao Air,DKH,A320,Airbus A320-214,B-6640,25.31044,114.095055,16325
Juneyao Air,DKH,A20N,Airbus A320-271N,B-32EY,30.315422,109.239807,29075
Juneyao Air,DKH,A320,Airbus A320-214,B-6572,28.67585,109.95591,31100
Juneyao Air,DKH,A21N,Airbus A321-271NX,B-32D9,32.440887,121.678528,26300
Juneyao Air (Red Moving China Livery),DKH,A321,Airbus A321-211,B-8068,30.470949,110.165413,29075
Juneyao Air,DKH,A321,Airbus A321-231,B-1001,43.744034,125.768867,27600
Juneyao Air,DKH,A20N,Airbus A320-271N,B-323D,31.14447,121.808372,0
Juneyao Air (All Red Livery),DKH,A321,Airbus A321-211,B-1808,30.985241,120.782784,14050
Juneyao Air (Chinese Silk Ribbon Livery),DKH,B789,Boeing 787-9 Dreamliner,B-208A,60.311638,24.955763,0
K-Mile Air,KMI,B738,Boeing 737-8AS(BCF),HS-KME,22.637306,113.797569,0
Kalitta Air,CKS,B744,Boeing 747-4B5F,N702CK,58.231155,-169.460388,41000
Kalitta Air,CKS,B744,Boeing 747-481F,N767CK,50.133987,-169.493805,36000
Kalitta Air,CKS,B744,Boeing 747-4B5F,N713CK,19.250565,88.490898,30000
Kalitta Air,CKS,B744,Boeing 747-446(BCF),N744CK,37.584045,26.136183,37000
Kalitta Air,CKS,B744,Boeing 747-4HQF(ER),N782CK,45.365993,-62.936588,41000
Kalitta Air,CKS,B744,Boeing 747-4B5F,N706CK,61.197422,-150.006332,0
Kalitta Charters,KFS,LJ35,Learjet 35A,N431CK,38.228558,-82.762878,33675
Kalitta Charters II,KII,B734,Boeing 737-436(SF),N405CK,25.804642,-80.28624,0
Kam Air,KMF,A343,Airbus A340-313,YA-KMU,28.408829,58.698013,36000
Kam Air,KMF,B733,Boeing 737-3H4,YA-KMJ,36.298004,64.081253,32000
Kamaka Air,KMK,C208,Cessna 208B Super Cargomaster,N248KA,21.257614,-157.608078,2950
Kenmore Air Harbor,KEN,DH3T,De Havilland Canada DHC-3 Turbo Otter,N708KA,24.556137,-81.760506,0
Kenn Borek Air,KBA,DC3,Douglas DC-3C,C-FBKB,-49.968384,-73.971886,17975
Kenn Borek Air,KBA,DHC6,De Havilland Canada DHC-6-300 Twin Otter,C-FDHB,-14.177536,-75.745476,14000
Kenn Borek Air,KBA,DHC6,De Havilland Canada DHC-6-300 Twin Otter,C-FKBX,-31.574381,-71.728256,12100
Kenn Borek Air,KBA,DHC6,De Havilland Canada DHC-6-300 Twin Otter,C-GKBH,-34.722382,-72.447906,12100
Kenya Airways,KQA,B788,Boeing 787-8 Dreamliner,5Y-KZE,51.474335,-0.468868,0
Kenya Airways,KQA,B788,Boeing 787-8 Dreamliner,5Y-KZH,17.989792,38.998524,42975
Kenya Airways,KQA,B788,Boeing 787-8 Dreamliner,5Y-KZA,2.028514,26.954672,41000
Kenya Airways (SkyTeam Livery),KQA,B738,Boeing 737-86N,5Y-CYE,-15.807907,28.368338,38000
Kenya Airways,KQA,E190,Embraer E190AR,5Y-FFE,-19.484858,25.622515,37000
Kenya Airways,KQA,B738,Boeing 737-86N,5Y-KYF,13.050247,-14.949598,38000
Kenya Airways,KQA,E190,Embraer E190AR,5Y-FFC,-11.650772,42.997883,36000
Kenya Airways,KQA,B738,Boeing 737-8HX,5Y-CYD,2.675858,40.675858,37000
Kenya Airways,KQA,E190,Embraer E190AR,5Y-FFA,3.028595,37.23328,37000
Kenya Airways,KQA,B788,Boeing 787-8 Dreamliner,5Y-KZB,20.344166,110.114517,40100
Kenya Airways,KQA,B738,Boeing 737-86N,5Y-KYD,-16.519135,29.535875,34000
Kenya Airways (Come Live The Magic Livery),KQA,E190,Embraer E190AR,5Y-FFJ,-13.618113,39.043289,30575
Kenya Airways,KQA,E190,Embraer E190AR,5Y-FFK,4.000443,9.730605,0
Kenya Airways,KQA,E190,Embraer E190AR,5Y-KYS,-0.564776,36.127148,26000
Key Lime Air,LYM,SW4,Swearingen Metroliner,N571KL,42.348991,-106.995018,18100
Key Lime Air,LYM,SW4,Swearingen Metroliner,N2728G,40.844746,-104.673676,11775
Key Lime Air,LYM,E135,Embraer ERJ-140LR,N509GU,42.430161,-102.377037,33950
Key Lime Air,LYM,SW4,Swearingen Metroliner,N2691W,39.937027,-104.408134,8725
KlasJet,KLJ,B738,Boeing 737-8Q8,LY-PMI,32.952702,13.538575,39000
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHD,65.296402,-5.639076,39000
KLM,KLM,B772,Boeing 777-206(ER),PH-BQO,65.055542,-5.401955,37000
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHF,49.305359,15.756507,37975
KLM,KLM,B772,Boeing 777-206(ER),PH-BQA,41.502296,45.13522,34000
KLM,KLM,B77W,Boeing 777-300(ER),PH-BVW,41.674057,38.804775,34000
KLM,KLM,B77W,Boeing 777-300(ER),PH-BVV,21.8894,-45.918388,36000
KLM,KLM,B78X,Boeing 787-10 Dreamliner,PH-BKL,29.706516,-45.01339,35992
KLM,KLM,B78X,Boeing 787-10 Dreamliner,PH-BKD,63.94725,-79.091949,35975
KLM,KLM,A333,Airbus A330-303,PH-AKF,13.111438,18.447153,37000
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHH,55.223988,-64.185371,38000
KLM,KLM,B78X,Boeing 787-10 Dreamliner,PH-BKM,16.223782,38.934517,39975
KLM,KLM,B78X,Boeing 787-10 Dreamliner,PH-BKC,66.878929,-78.748627,36012
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHI,52.951866,-58.998543,38000
KLM,KLM,B772,Boeing 777-206(ER),PH-BQD,59.262486,-57.915802,36000
KLM,KLM,A332,Airbus A330-203,PH-AOB,56.325188,-51.778393,35996
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHN,19.198935,-14.080178,34000
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVO,15.480248,13.985792,35000
KLM Cargo,KLM,B744,Boeing 747-406F(ER),PH-CKA,57.594101,-47.671185,34000
KLM,KLM,B772,Boeing 777-206(ER),PH-BQK,35.700932,-35.567379,36000
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVG,36.59317,-34.069233,34000
KLM,KLM,A333,Airbus A330-303,PH-AKA,37.196915,-35.04591,36000
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVI,35.243179,6.639347,31000
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVN,24.547693,-17.937046,34000
KLM (KLM 100 Years Livery),KLM,B78X,Boeing 787-10 Dreamliner,PH-BKA,37.152828,-34.438736,34000
KLM,KLM,B772,Boeing 777-206(ER),PH-BQB,39.940189,36.349579,35000
KLM (SkyTeam Livery),KLM,B77W,Boeing 777-306(ER),PH-BVD,42.564022,31.390862,33000
KLM,KLM,B772,Boeing 777-206(ER),PH-BQC,68.311752,-22.322472,36000
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHE,68.729507,-26.451416,36000
KLM,KLM,A333,Airbus A330-303,PH-AKD,45.961132,-20.091248,35996
KLM,KLM,A332,Airbus A330-203,PH-AOC,57.465706,-21.847515,37000
KLM,KLM,B737,Boeing 737-7K2,PH-BGH,40.492928,-3.558353,0
KLM,KLM,A332,Airbus A330-203,PH-AOD,39.951508,2.976074,37000
KLM,KLM,B738,Boeing 737-8K2,PH-BXD,59.935612,23.879965,17575
KLM,KLM,E190,Embraer E190STD,PH-EZE,43.969437,-5.594213,37000
KLM,KLM,E190,Embraer E190STD,PH-EZU,52.299694,4.748726,0
KLM,KLM,B78X,Boeing 787-10 Dreamliner,PH-BKH,55.933399,-5.072165,36000
KLM,KLM,E190,Embraer E190STD,PH-EZA,42.425583,0.49607,37000
KLM,KLM,E190,Embraer E190STD,PH-EZV,43.856304,10.803288,7525
KLM,KLM,E75S,Embraer E175STD,PH-EXJ,52.319561,4.741936,0
KLM,KLM,E75S,Embraer E175STD,PH-EXO,52.307491,20.544827,16350
KLM,KLM,B738,Boeing 737-8K2,PH-BXG,47.864685,18.730385,9775
KLM,KLM,E75S,Embraer E175STD,PH-EXP,52.544907,4.840576,3600
KLM,KLM,B737,Boeing 737-7K2,PH-BGM,52.396687,4.715096,375
KLM,KLM,B738,Boeing 737-8BK,PH-BXU,52.229004,7.279434,33925
KLM,KLM,B738,Boeing 737-8K2,PH-BXH,48.193268,16.316528,3450
KLM,KLM,B738,Boeing 737-8K2,PH-BXE,44.546162,11.53129,39000
KLM,KLM,B737,Boeing 737-7K2,PH-BGI,52.315475,4.741497,0
KLM,KLM,E190,Embraer E190STD,PH-EZC,49.95369,18.161341,20700
KLM,KLM,E190,Embraer E190STD,PH-EZP,44.833065,1.366391,21350
KLM,KLM,B739,Boeing 737-9K2,PH-BXP,60.167175,11.102726,750
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVC,44.499702,3.101829,33000
KLM,KLM,E75S,Embraer E175STD,PH-EXL,53.146408,7.042629,24800
KLM,KLM,E190,Embraer E190STD,PH-EZL,60.793808,5.642142,39000
KLM,KLM,B738,Boeing 737-8K2,PH-BXV,44.7178,2.918813,37000
KLM,KLM,E190,Embraer E190STD,PH-EXD,60.386677,9.037628,35000
KLM,KLM,B738,Boeing 737-8K2,PH-BXZ,45.572113,8.859,5375
KLM,KLM,B738,Boeing 737-8K2,PH-BCL,57.810848,15.530365,36600
KLM,KLM,E295,Embraer E195-E2,PH-NXJ,46.030563,0.647724,39000
KLM,KLM,E75S,Embraer E175STD,PH-EXX,52.040726,4.234238,7075
KLM,KLM,E190,Embraer E190STD,PH-EZZ,46.011337,3.40047,39000
KLM,KLM,E295,Embraer E195-E2,PH-NXS,46.69162,6.134324,39000
KLM,KLM,E75S,Embraer E175STD,PH-EXN,52.332401,4.712238,0
KLM,KLM,E75S,Embraer E175STD,PH-EXZ,52.327461,4.723984,0
KLM,KLM,E295,Embraer E195-E2,PH-NXR,52.301056,4.755471,0
KLM,KLM,B738,Boeing 737-8K2,PH-BCA,54.196533,4.036345,39225
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVK,-5.111249,111.029961,38000
KLM,KLM,E295,Embraer E195-E2,PH-NXN,48.111465,9.812714,39000
KLM,KLM,B77W,Boeing 777-306(ER),PH-BVR,48.684998,11.19197,35000
KLM,KLM,B738,Boeing 737-8K2,PH-BXB,56.855457,4.866323,39000
KLM,KLM,E75S,Embraer E175STD,PH-EXS,52.455013,4.720668,1550
KLM,KLM,A332,Airbus A330-203,PH-AOA,49.48764,9.9865,41000
KLM,KLM,E190,Embraer E190STD,PH-EZF,56.317474,6.363498,35000
KLM,KLM,E190,Embraer E190STD,PH-EZR,52.300102,4.746152,0
KLM,KLM,B789,Boeing 787-9 Dreamliner,PH-BHM,53.8736,-0.670166,34000
KLM,KLM,B739,Boeing 737-9K2,PH-BXS,55.333969,8.570951,35000
KLM,KLM,B738,Boeing 737-8K2,PH-BXN,50.764702,7.828369,40975
KLM,KLM,B737,Boeing 737-7K2,PH-BGG,49.372375,6.35876,41000
KLM,KLM,E295,Embraer E195-E2,PH-NXH,50.364166,3.539899,35000
KLM,KLM,E190,Embraer E190STD,PH-EZT,47.019436,14.117995,35775
KLM,KLM,B737,Boeing 737-7K2,PH-BGQ,52.310017,4.772396,0
KLM,KLM,E75S,Embraer E175STD,PH-EXR,51.337738,4.442559,27550
KLM,KLM,E295,Embraer E195-E2,PH-NXK,52.597458,5.292664,16825
KLM,KLM,E295,Embraer E195-E2,PH-NXC,52.162308,5.342941,14200
KLM,KLM,E75S,Embraer E175STD,PH-EXI,52.419067,5.089188,12600
KLM,KLM,E190,Embraer E190STD,PH-EZG,52.316429,4.775188,0
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8045,37.647865,131.304718,38000
Korean Air,KAL,B748,Boeing 747-8B5,HL7630,40.650272,-73.763138,0
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8009,38.922466,-77.608398,5775
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL7782,51.631367,8.936234,36000
Korean Air (200th Boeing Sticker),KAL,B77W,Boeing 777-300(ER),HL8346,50.713543,9.857025,36000
Korean Air Cargo,KAL,B77L,Boeing 777-FEZ,HL8076,37.653625,131.111252,36000
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL8082,48.638988,12.594741,30000
Korean Air,KAL,B748,Boeing 747-8B5,HL7638,46.673721,21.467419,38000
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8252,43.969517,157.102951,40004
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL8085,42.034065,31.779806,38000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8274,41.620541,43.595474,38000
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8285,38.786301,138.930542,32000
Korean Air,KAL,A388,Airbus A380-861,HL7627,36.648716,-123.517532,39000
Korean Air,KAL,B748,Boeing 747-8B5,HL7642,57.417969,-175.78714,35000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8042,41.900139,168.397751,36000
Korean Air,KAL,A388,Airbus A380-861,HL7622,41.848297,167.682953,37996
Korean Air (SkyTeam Livery),KAL,A332,Airbus A330-223,HL8212,41.259579,69.289413,0
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8007,51.018368,-149.138977,37000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL7202,34.49398,-146.067688,37000
Korean Air Cargo,KAL,B77L,Boeing 777-FEZ,HL8075,28.828995,-80.959206,36000
Korean Air,KAL,B772,Boeing 777-2B5(ER),HL7765,8.304932,98.597504,5825
Korean Air,KAL,A333,Airbus A330-323,HL8025,-2.550339,117.690666,40000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8209,0.346175,154.017822,35000
Korean Air,KAL,A333,Airbus A330-322,HL7540,19.144979,101.212646,35975
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8251,43.622932,153.174133,36000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8275,48.616665,178.850006,35000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8250,7.974243,108.764648,36000
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8077,47.017193,172.592636,31000
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL7206,12.574402,112.021713,38975
Korean Air,KAL,A333,Airbus A330-323,HL8026,22.404465,121.062042,38000
Korean Air Cargo,KAL,B748,Boeing 747-8B5F,HL7639,45.631886,-164.818954,34000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL8217,17.007202,109.476738,34000
Korean Air,KAL,B77W,Boeing 777-3B5(ER),HL7205,7.593441,142.102493,35000
Korean Air,KAL,A333,Airbus A330-323,HL7585,19.310427,118.084053,39000
Korean Air,KAL,A388,Airbus A380-861,HL7619,33.000389,170.070084,39000
Korean Air,KAL,B772,Boeing 777-2B5(ER),HL7751,11.239243,124.502708,20725
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL8391,12.947388,140.362534,37000
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL7209,23.06258,111.627449,38075
Korean Air,KAL,A333,Airbus A330-323,HL7709,20.338028,115.387199,39975
Korean Air,KAL,B772,Boeing 777-2B5(ER),HL7752,19.564178,118.349831,35000
Korean Air,KAL,A333,Airbus A330-323,HL7584,19.256561,118.027641,40000
Korean Air,KAL,B77W,Boeing 777-300(ER),HL8347,22.307693,116.269707,35650
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL7208,21.164063,117.284393,39975
Korean Air Cargo,KAL,B77L,Boeing 777-FB4,HL8043,44.036911,28.186766,31000
Korean Air,KAL,B739,Boeing 737-9B5(ER),HL8249,17.46314,123.588341,34000
Korean Air,KAL,B748,Boeing 747-8B5,HL7633,41.516304,153.194901,33000
Korean Air Cargo,KAL,B748,Boeing 747-8B5F,HL7629,59.985214,-148.78064,32000
Korean Air,KAL,B748,Boeing 747-8B5,HL7644,33.596363,155.075287,34992
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8044,25.98999,122.369865,38000
Korean Air,KAL,B773,Boeing 777-3B5,HL7532,13.577087,101.010056,8800
Korean Air,KAL,B739,Boeing 737-9B5,HL7727,28.065765,123.880356,32000
Korean Air,KAL,B737,Boeing 737-75B(BBJ),HL8222,41.483231,11.068788,38000
Korean Air Cargo,KAL,B748,Boeing 747-8HTF,HL7610,51.702072,-129.971008,34000
Korean Air,KAL,A333,Airbus A330-323,HL7710,21.220779,105.407928,39000
Korean Air Cargo,KAL,B77L,Boeing 777-FB5,HL8005,34.924988,125.769913,30000
Korean Air,KAL,B789,Boeing 787-9 Dreamliner,HL8083,35.121708,126.321144,29975
Korean Air,KAL,A333,Airbus A330-323,HL8002,26.141052,87.376755,33000
Korean Air,KAL,B38M,Boeing 737 MAX 8,HL8352,38.621063,120.344414,29100
Korean Air Cargo,KAL,B744,Boeing 747-4B5F(ER),HL7605,37.110279,126.45359,15625
Korean Air,KAL,A333,Airbus A330-323,HL7701,11.032608,104.442192,22350
Korean Air Cargo,KAL,B744,Boeing 747-4B5F(ER),HL7602,37.505356,126.311745,3000
Korean Air Cargo,KAL,B748,Boeing 747-8HTF,HL7609,40.458084,-3.566234,0
Korean Air,KAL,B773,Boeing 777-3B5,HL7534,1.401828,104.015762,2500
Korean Air Cargo,KAL,B748,Boeing 747-8B5F,HL7624,37.46616,126.466576,0
Korean Air,KAL,A21N,Airbus A321-272NX,HL8556,37.553009,126.803467,0
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-7870,24.822121,98.942253,13350
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-1229,25.099943,102.425072,30100
Kunming Airlines,KNA,B738,Boeing 737-84P,B-1547,25.52948,103.464409,12525
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-6495,24.55957,102.718254,16475
Kunming Airlines,KNA,B738,Boeing 737-87L,B-5702,25.2589,103.053436,9600
Kunming Airlines,KNA,B738,Boeing 737-8XY,B-7887,26.42156,105.300842,27600
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-1459,27.801865,105.298203,30100
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-1461,24.404266,98.532593,0
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-1460,33.661877,108.516197,33100
Kunming Airlines (Dian Lake Livery),KNA,B738,Boeing 737-8LY,B-1507,37.234589,112.863953,10350
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-1108,25.6479,103.223518,14875
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-6493,25.16844,102.974548,7600
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-6491,28.007919,107.961571,30100
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-7871,24.634689,98.785149,9025
Kunming Airlines,KNA,B737,Boeing 737-7LY,B-1106,26.121861,105.746468,24600
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-7873,21.259708,110.465446,30100
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-207A,31.71953,118.105278,21700
Kunming Airlines,KNA,B738,Boeing 737-8LY,B-1107,24.544224,118.130646,0
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOH,60.060024,-30.763779,35000
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOK,43.584229,26.206161,36000
Kuwait Airways,KAC,A338,Airbus A330-841,9K-APF,29.282196,47.939327,925
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKM,46.011337,24.099047,37000
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOF,28.621944,71.16098,32975
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKT,43.126366,25.225132,37025
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOD,31.002731,39.285172,34000
Kuwait Airways,KAC,A338,Airbus A330-841,9K-APG,24.891016,40.707039,26000
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKQ,48.356602,20.279894,37000
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKN,28.846653,31.136063,36975
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKP,47.54512,20.589546,37025
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOI,29.122604,39.375477,32000
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOL,46.933735,14.918518,35000
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOC,14.230321,117.330658,30000
Kuwait Airways,KAC,A320,Airbus A320-214,9K-AKG,27.060654,50.875095,34975
Kuwait Airways,KAC,B77W,Boeing 777-369(ER),9K-AOE,29.085838,49.477951,23150
Kuwait Airways,KAC,A20N,Airbus A320-251N,9K-AKL,25.264606,51.604511,0
Kuwait Airways,KAC,A320,Airbus A320-214,9K-AKJ,26.279484,50.618809,0
L3Harris Airline Academy,LFA,SR20,Cirrus SR20,N496DA,28.781853,-81.209053,200
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N539ND,30.335289,-81.515518,0
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N55285,31.265121,-81.450859,0
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N538ND,29.035795,-81.949394,2750
L3Harris Airline Academy,LFA,SR20,Cirrus SR20,N612DA,28.309296,-80.689301,2700
L3Harris Airline Academy,LFA,SR20,Cirrus SR20,N492DA,28.493788,-80.7752,700
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N565ND,28.754654,-81.244423,875
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N1735X,28.855133,-81.513802,2225
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N572ND,29.117447,-82.168419,2375
L3Harris Airline Academy,LFA,C172,Cessna 172S Skyhawk SP,N570ND,30.57807,-81.448349,1550
Labcorp,SKQ,PC12,Pilatus PC-12/45,N5904A,34.703251,-85.595627,13150
LAM,LAM,B737,Boeing 737-7Q8,C9-BAR,-12.993748,40.524979,0
Laser Airlines,LER,MD81,McDonnell Douglas MD-81,YV1240,11.729954,-68.465256,12075
Laser Airlines,LER,MD82,McDonnell Douglas MD-82,YV2945,10.511307,-66.462738,16600
LATAM Airlines,LAN,B763,Boeing 767-316(ER),CC-CWF,40.428909,-3.519165,2350
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGN,-39.490681,178.737,38000
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGD,-41.038399,-82.287254,37000
LATAM Airlines,LAN,B763,Boeing 767-316(ER),CC-CXF,33.941715,-118.417496,0
LATAM Airlines,LAN,B77W,Boeing 777-32W(ER),PT-MUC,4.026318,-30.035248,33996
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBN,-13.345177,-75.257988,38025
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BJF,-15.38854,-70.347862,35950
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFT,-12.027557,-77.10849,0
LATAM Airlines,LAN,B77W,Boeing 777-32W(ER),PT-MUH,24.238243,-8.869228,32000
LATAM Airlines,LAN,B77W,Boeing 777-32W(ER),PT-MUJ,26.414246,-14.426707,31000
LATAM Airlines (Santiago 2023 PanAm Games Livery),LAN,B789,Boeing 787-9 Dreamliner,CC-BGS,32.810204,-22.843771,35000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYM,-22.89299,-43.902565,11175
LATAM Airlines,LAN,B788,Boeing 787-8 Dreamliner,CC-BBC,-12.113172,-77.182281,9250
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGE,-22.116348,10.360058,36000
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPJ,-32.140644,-66.662071,36000
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPM,-3.435654,-44.54253,14125
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BAQ,17.745201,-77.490105,34000
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXF,-7.141205,-36.809273,34950
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPD,-9.009022,-39.976124,34975
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGA,-12.804612,-77.827583,38000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYQ,-34.649734,-71.40654,35775
LATAM Airlines,LAN,A319,Airbus A319-132,PT-TMO,-22.814543,-43.248226,0
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGR,-4.010335,-38.857697,7200
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFM,-15.013515,-62.94352,36025
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BAX,-30.462479,-70.726318,37000
LATAM Airlines,LAN,A320,Airbus A320-233,CC-COQ,-35.814606,-71.742325,36000
LATAM Airlines,LAN,A320,Airbus A320-233,CC-CQM,-19.074453,-75.164711,36000
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPH,-7.937805,-45.868942,34975
LATAM Airlines,LAN,A319,Airbus A319-132,PR-MBV,-10.534195,-41.111122,36975
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGH,-32.975464,-82.588181,35996
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBI,-22.638958,-46.881153,23050
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGI,-22.427053,-75.049797,37250
LATAM Airlines (Avión Solidario Livery),LAN,A321,Airbus A321-211,CC-BEL,-22.49588,-68.907547,0
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEQ,-23.112907,-70.563713,38000
